rule,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
RRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,1876,49,49,0
RRLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,2891,60,62,0
RRLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,106806,383,400,0
RRLLRLRRL,HIGHWAY,1210285,1211392,148,2,-2,16833,162,148,1
RRLLRLRLR,HIGHWAY,11916160,11917312,268,-2,-2,79449,352,340,1
RRLLRLRLL,HIGHWAY,10833,11264,46,-1,1,706,36,36,1
RRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,1922,49,49,0
RRLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,102515,356,381,0
RRLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,99957,350,380,0
RRLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,95993,375,336,0
RRLLLRRRR,OOB,-1,135992,-1,0,0,12289,1045,1042,0
RRLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,205218,699,488,0
RRLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,119482,353,435,0
RRLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,2880,56,56,0
RRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,108440,375,398,0
RRLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,396669,865,910,0
RRLLLRLLR,HIGHWAY,32157,37888,108,2,2,2229,150,138,1
RRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,138918,402,410,0
RRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,2954,61,56,0
RRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,2355,49,49,0
RRLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,96180,358,342,0
RRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,94703,331,351,0
RRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,2287,48,48,0
RRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,104764,350,340,0
RRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,144875,385,399,0
RRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,478,22,22,0
RLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,95341,357,343,0
RLRRRRRRL,OOB,-1,16751986,-1,0,0,4169754,2042,2044,0
RLRRRRRLR,OOB,-1,16663797,-1,0,0,4145147,2036,2038,0
RLRRRRRLL,OOB,-1,16670259,-1,0,0,4173850,2044,2044,0
RLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,159106,458,482,0
RLRRRRLRL,OOB,-1,16661530,-1,0,0,4171801,2044,2043,0
RLRRRRLLR,OOB,-1,16644685,-1,0,0,4167725,2042,2043,0
RLRRRRLLL,OOB,-1,16659726,-1,0,0,4167659,2042,2043,0
RLRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,156453,441,411,0
RLRRRLRRL,OOB,-1,16660950,-1,0,0,4171811,2044,2043,0
RLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,178946,509,537,0
RLRRRLRLL,HIGHWAY,11775,13312,476,4,-4,1151,48,49,1
RLRRRLLRR,OOB,-1,16643360,-1,0,0,4163555,2044,2039,0
RLRRRLLRL,OOB,-1,16529162,-1,0,0,4138939,2036,2035,0
RLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,136350,444,425,0
RLRRRLLLL,OOB,-1,16652695,-1,0,0,4169762,2043,2043,0
RLRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,92450,359,354,0
RLRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,156869,454,532,0
RLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,244831,630,624,0
RLRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,156276,503,425,0
RLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,244101,611,599,0
RLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,247847,602,619,0
RLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,177307,605,483,0
RLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,155999,521,471,0
RLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,151129,484,445,0
RLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,174519,576,434,0
RLRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,186727,480,558,0
RLRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,173289,486,545,0
RLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,151735,460,448,0
RLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,161208,440,478,0
RLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,2632,53,54,0
RLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,426055,665,666,0
RLRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,2826,57,56,0
RLRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,156409,464,456,0
RLRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,155263,503,445,0
RLRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,170899,532,446,0
RLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,167120,481,475,0
RLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,156608,494,465,0
RLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,170226,484,489,0
RLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,153610,446,457,0
RLRLRLRRR,HIGHWAY,728,1024,88,2,-2,232,22,21,1
RLRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,274550,627,625,0
RLRLRLRLR,HIGHWAY,8627,9216,108,-2,-2,1225,51,63,1
RLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,304411,616,723,0
RLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,261103,688,585,0
RLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,304183,681,675,0
RLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,277118,627,714,0
RLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,225081,539,637,0
RLRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,103829,378,348,0
RLRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,123301,441,425,0
RLRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,116601,380,407,0
RLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,104208,384,355,0
RLRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,289263,663,680,0
RLRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,241830,591,605,0
RLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,208570,550,534,0
RLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,200919,642,524,0
RLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,89130,324,366,0
RLRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,89052,346,342,0
RLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,139712,417,459,0
RLRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,217221,518,695,0
RLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,83238,347,331,0
RLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,106759,367,412,0
RLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,90011,334,376,0
RLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,1831,49,49,0
RLLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,676,26,30,0
RLLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,153855,438,417,0
RLLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,147268,417,417,0
RLLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,3396,64,62,0
RLLRRRLRR,TIMEOUT,-1,20000000,-1,0,0,151766,456,414,0
RLLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,149299,419,439,0
RLLRRRLLR,TIMEOUT,-1,20000000,-1,0,0,3108,58,60,0
RLLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,165617,442,428,0
RLLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,178077,473,463,0
RLLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,148799,458,435,0
RLLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,146225,422,466,0
RLLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,153179,422,452,0
RLLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,3654,64,66,0
RLLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,183010,441,436,0
RLLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,2452,50,50,0
RLLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,215100,474,464,0
RLLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,224730,525,529,0
RLLRLRRRL,HIGHWAY,14973493,14977024,578,5,-5,129687,482,405,1
RLLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,148667,506,419,0
RLLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,151282,490,471,0
RLLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,150323,448,478,0
RLLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,170024,563,447,0
RLLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,151540,478,480,0
RLLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,149037,478,431,0
RLLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,3207,60,65,0
RLLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,158923,432,470,0
RLLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,174587,506,508,0
RLLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,187306,498,502,0
RLLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,146433,443,428,0
RLLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,158566,432,486,0
RLLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,204264,470,462,0
RLLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,175826,458,421,0
RLLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,228560,478,480,0
RLLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,125545,356,360,0
RLLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,190635,448,449,0
RLLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,203836,454,452,0
RLLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,132668,376,368,0
RLLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,185856,434,440,0
RLLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,2704,52,52,0
RLLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,131740,364,366,0
RLLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,140431,391,405,0
RLLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,148843,420,434,0
RLLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,158392,416,424,0
RLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,210310,460,478,0
RLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,166214,479,490,0
RLLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,136866,434,422,0
RLLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,135491,411,395,0
RLLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,139716,429,405,0
RLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,3052,56,56,0
RLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,154556,394,398,0
RLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,2140,48,46,0
RLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,172616,416,418,0
RLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,143344,390,386,0
RLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,140824,386,386,0
RLLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,154951,418,418,0
RLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,121558,413,393,0
RLLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,2496,50,50,0
RLLLLLRRL,OOB,-1,15600247,-1,0,0,4169755,2042,2042,0
RLLLLLRLR,OOB,-1,8828022,-1,0,0,4132605,2032,2034,0
RLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,142272,382,378,0
RLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,244318,500,496,0
RLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,2116,46,46,0
RLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,568,24,24,0
RLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,88590,319,344,0
RRRRRRRRRR,CYCLE,-1,103,40,0,0,4,2,2,0
RRRRRRRRRL,HIGHWAY,223,7168,148,2,-2,487,98,99,1
RRRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,93903,384,363,0
RRRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,280,17,18,0
RRRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,91230,347,325,0
RRRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,960,34,34,0
RRRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,280,17,18,0
RRRRRRRLLL,HIGHWAY,163,2048,140,-2,2,219,33,33,1
RRRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,91170,341,329,0
RRRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,33637,206,222,0
RRRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,984,34,34,0
RRRRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,82598,344,356,0
RRRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,290,17,18,0
RRRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,82942,347,337,0
RRRRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,96616,353,365,0
RRRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,1120,35,38,0
RRRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,1670575,1294,1294,0
RRRRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,93507,397,328,0
RRRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,73357,299,328,0
RRRRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,97766,350,378,0
RRRRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,1078,36,36,0
RRRRRLRLRL,HIGHWAY,193,1024,148,-2,2,132,17,17,1
RRRRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,93888,338,392,0
RRRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,46091,226,263,0
RRRRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,298,18,18,0
RRRRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,67310,296,305,0
RRRRRLLRLR,HIGHWAY,161,1024,132,-2,2,149,19,19,1
RRRRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,1011,35,35,0
RRRRRLLLRR,OOB,-1,87436,-1,0,0,8198,1045,1020,0
RRRRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,41338,222,232,0
RRRRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,1202,37,40,0
RRRRRLLLLL,HIGHWAY,189,2048,140,-2,2,274,33,33,1
RRRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,93928,320,341,0
RRRRLRRRRL,HIGHWAY,103,4096,68,2,-2,606,122,123,1
RRRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,105422,332,427,0
RRRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,152591,414,444,0
RRRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,71478,298,306,0
RRRRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,104331,365,385,0
RRRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,123471,408,441,0
RRRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,116083,399,392,0
RRRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,1081,36,36,0
RRRRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,89439,339,351,0
RRRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,116574,401,378,0
RRRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,58712,292,259,0
RRRRLRLLRR,HIGHWAY,13005,15360,384,2,-2,870,40,42,1
RRRRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,97058,363,360,0
RRRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,71059,299,297,0
RRRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,82124,330,317,0
RRRRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,322,18,20,0
RRRRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,69580,312,282,0
RRRRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,107288,369,428,0
RRRRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,1214,37,40,0
RRRRLLRLRR,HIGHWAY,8619,10240,252,2,-2,611,39,37,1
RRRRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,46265,245,239,0
RRRRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,1103,36,36,0
RRRRLLRLLL,HIGHWAY,8891,9216,86,-1,1,434,26,27,1
RRRRLLLRRR,HIGHWAY,1074049,1077248,604,-2,2,12964,148,133,1
RRRRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,102365,353,385,0
RRRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,62526,277,281,0
RRRRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,97450,340,370,0
RRRRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,1258,37,40,0
RRRRLLLLRL,HIGHWAY,722,4096,290,-3,3,399,46,46,1
RRRRLLLLLR,HIGHWAY,208528,212992,816,-6,6,6222,138,98,1
RRRRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,2752,52,54,0
RRRLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,2504706,1584,1584,0
RRRLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,2504803,1586,1582,0
RRRLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,156305,494,448,0
RRRLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,133607,428,442,0
RRRLRRRLRR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRLRRR,OOB,-1,12914431,-1,0,0,1075856,2017,1067,0
RRRLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,119816,412,386,0
RRRLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,148342,492,446,0
RRRLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,145150,494,411,0
RRRLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,185380,428,472,0
RRRLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,160839,471,487,0
RRRLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,3315547,1824,1818,0
RRRLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,3335894,1827,1827,0
RRRLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,2165,46,52,0
RRRLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,134086,421,431,0
RRRLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,125239,404,459,0
RRRLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,89814,350,358,0
RRRLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,102845,391,353,0
RRRLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,117779,419,410,0
RRRLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,111385,405,412,0
RRRLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,111937,393,401,0
RRRLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,120988,415,406,0
RRRLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,114954,375,400,0
RRRLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,130064,437,440,0
RRRLRLLRLL,HIGHWAY,69379,75776,274,-3,-3,3691,96,132,1
RRRLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,95864,375,367,0
RRRLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,106536,381,387,0
RRRLRLLLLR,HIGHWAY,163366,164864,168,2,-2,3965,96,93,1
RRRLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,116842,369,369,0
RRRLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,334,19,20,0
RRRLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,65731,277,300,0
RRRLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,75843,318,309,0
RRRLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,1120,36,37,0
RRRLLRRLRR,HIGHWAY,454,1024,58,-1,-1,155,18,19,1
RRRLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,54222,273,280,0
RRRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,1266,38,42,0
RRRLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,84430,339,328,0
RRRLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,103136,447,355,0
RRRLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,96135,362,349,0
RRRLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,73043,308,300,0
RRRLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,88184,342,318,0
RRRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,1154,38,37,0
RRRLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,79354,305,318,0
RRRLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,82332,322,333,0
RRRLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,57209,269,278,0
RRRLLLRRRR,HIGHWAY,4146465,4149248,524,-2,2,30638,187,207,1
RRRLLLRRRL,HIGHWAY,99,1024,38,-1,1,198,30,30,1
RRRLLLRRLR,HIGHWAY,9449049,9452544,576,-4,4,70671,304,335,1
RRRLLLRRLL,OOB,-1,1152431,-1,0,0,52963,1112,1113,0
RRRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,97139,350,362,0
RRRLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,97066,362,341,0
RRRLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,99451,361,372,0
RRRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,94953,336,360,0
RRRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,1344,38,40,0
RRRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,83143,320,331,0
RRRLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,83702,324,328,0
RRRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,66656,298,293,0
RRRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,82898,298,323,0
RRRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,96308,336,343,0
RRRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,2404,49,50,0
RRRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,81288,293,300,0
RRLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,91709,359,320,0
RRLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,3339063,1829,1828,0
RRLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,3338993,1830,1827,0
RRLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,3338952,1828,1829,0
RRLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,3339006,1829,1828,0
RRLRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,151155,471,456,0
RRLRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,3338978,1829,1828,0
RRLRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,3341948,1829,1830,0
RRLRRRLRRR,HIGHWAY,16897953,16899072,300,-2,2,124625,402,414,1
RRLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,209409,594,579,0
RRLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,208603,589,528,0
RRLRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,158358,487,511,0
RRLRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,134008,419,437,0
RRLRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,190870,493,520,0
RRLRRRLLLR,HIGHWAY,503410,504832,244,2,2,12134,158,140,1
RRLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,173235,467,445,0
RRLRRLRRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,1410,39,38,0
RRLRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,128394,409,428,0
RRLRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,121280,434,427,0
RRLRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,134900,411,423,0
RRLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,134231,437,427,0
RRLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,148070,504,435,0
RRLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,161045,492,445,0
RRLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,142058,436,464,0
RRLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,112139,415,376,0
RRLRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,135605,437,430,0
RRLRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,144362,438,434,0
RRLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,152078,444,457,0
RRLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,147311,463,469,0
RRLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,146743,450,436,0
RRLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,150768,460,495,0
RRLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,164756,503,458,0
RRLRLLRRRR,OOB,-1,389052,-1,0,0,48060,1057,1021,0
RRLRLLRRRL,OOB,-1,1187578,-1,0,0,38381,1101,1077,0
RRLRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,152838,418,476,0
RRLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,180056,461,444,0
RRLRLLRLRR,OOB,-1,687250,-1,0,0,69979,1069,1078,0
RRLRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,153664,457,419,0
RRLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,158031,504,451,0
RRLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,137031,411,434,0
